Lema	POS	rARF_Janes	rARF_Gos	rARF_Kres	rARF_Šolar	rARF_Povprečno	
itak	l	0,01987	0,01752	0,00094	0,00037	0,00968	
jutri	r	0,02104	0,0121	0,00382	0,00172	0,00967	
nebo	s	0,00164	0,00116	0,0051	0,03034	0,00956	
hrana	s	0,008	0,00503	0,01001	0,01501	0,00951	
popolnoma	r	0,00976	0,00503	0,01141	0,01181	0,00950	
prvič	r	0,00979	0,00968	0,01017	0,00831	0,00949	
izvedeti	g	0,00428	0,00426	0,00637	0,02271	0,00941	
vrata	s	0,00858	0,00465	0,01358	0,01077	0,00940	
izbrati	g	0,00672	0,00484	0,01097	0,01483	0,00934	
odpreti	g	0,0093	0,0092	0,01205	0,00677	0,00933	
evro	s	0,00847	0,02072	0,0074	0,00062	0,00930	
toda	v	0,00347	0,00126	0,01917	0,01323	0,00928	
naloga	s	0,004	0,00765	0,0113	0,01415	0,00928	
pravzaprav	l	0,00417	0,01926	0,00962	0,004	0,00926	
zavedati	g	0,0055	0,00271	0,00759	0,02123	0,00926	
naučiti	g	0,00682	0,006	0,00622	0,0176	0,00916	
dol	r	0,01019	0,02275	0,00267	0,00098	0,00915	
izkušnja	s	0,01034	0,00513	0,00984	0,0112	0,00913	
napaka	s	0,01092	0,00455	0,00679	0,01421	0,00912	
pripraviti	g	0,00525	0,00678	0,01598	0,00843	0,00911	
medtem	r	0,00559	0,00378	0,01369	0,01335	0,00910	
bati	g	0,0095	0,00678	0,00659	0,01329	0,00904	
pogovor	s	0,00646	0,00532	0,00948	0,01489	0,00904	
vlada	s	0,01647	0,00571	0,01181	0,00215	0,00904	
glede	d	0,01593	0,00416	0,00801	0,008	0,00903	
počasi	r	0,01012	0,00833	0,00863	0,00898	0,00902	
jasen	p	0,01778	0,00416	0,00938	0,00468	0,00900	
bel	p	0,00967	0,00484	0,01366	0,00781	0,00900	
črn	p	0,01108	0,00532	0,01227	0,00726	0,00898	
nekje	r	0,00976	0,01723	0,00387	0,00498	0,00896	
področje	s	0,00663	0,00629	0,01847	0,00443	0,00896	
spraševati	g	0,01011	0,00745	0,00662	0,01163	0,00895	
sprememba	s	0,0093	0,00445	0,01596	0,00603	0,00894	
glas	s	0,00892	0,00532	0,01213	0,00929	0,00892	
početi	g	0,01048	0,00571	0,00743	0,01188	0,00888	
srednji	p	0,00404	0,00474	0,00819	0,01852	0,00887	
čim	r	0,00716	0,01162	0,00988	0,00677	0,00886	
počutiti	g	0,00555	0,00397	0,00694	0,01895	0,00885	
daleč	r	0,0088	0,00987	0,01109	0,00541	0,00879	
ideja	s	0,01284	0,00658	0,00635	0,00935	0,00878	
preživeti	g	0,00674	0,00426	0,00763	0,01637	0,00875	
izmed	d	0,00477	0,0029	0,01075	0,01649	0,00873	
deloven	p	0,00802	0,00649	0,01455	0,00566	0,00868	
javen	p	0,01269	0,00378	0,01527	0,00289	0,00866	
noga	s	0,00801	0,0059	0,01034	0,01034	0,00865	
name	z	0,00619	0,00261	0,01056	0,0152	0,00864	
podjetje	s	0,00899	0,00474	0,01565	0,00517	0,00864	
državen	p	0,01069	0,00358	0,01671	0,00351	0,00862	
tisoč	k	0,00381	0,02294	0,00691	0,0008	0,00862	
povsem	r	0,00892	0,00194	0,01551	0,00806	0,00861	
točka	s	0,00867	0,00794	0,01341	0,00437	0,00860	
slabo	r	0,01046	0,00803	0,00611	0,00978	0,00860	
posledica	s	0,0078	0,00242	0,01053	0,0136	0,00859	
šest	k	0,00227	0,01994	0,00922	0,00283	0,00857	
strah	s	0,0073	0,00339	0,00793	0,01563	0,00856	
igra	s	0,01015	0,00513	0,01214	0,00677	0,00855	
član	s	0,0071	0,00329	0,01588	0,00788	0,00854	
učiti	g	0,00622	0,00803	0,00444	0,01545	0,00854	
nastati	g	0,0052	0,00532	0,01068	0,0128	0,00850	
stanje	s	0,01054	0,00571	0,01097	0,00677	0,00850	
evropski	p	0,00957	0,00697	0,01541	0,00203	0,00850	
šolski	p	0,00252	0,00155	0,00502	0,0248	0,00847	
močno	r	0,00501	0,00194	0,00956	0,01729	0,00845	
preden	v	0,00817	0,006	0,0103	0,00929	0,00844	
predsednik	s	0,01087	0,00581	0,01442	0,00265	0,00844	
enako	r	0,00943	0,00716	0,008	0,0088	0,00835	
včeraj	r	0,0147	0,01317	0,00396	0,00154	0,00834	
dekle	s	0,00272	0,00106	0,00686	0,0224	0,00826	
nadaljevati	g	0,00708	0,006	0,01179	0,00812	0,00825	
namen	s	0,00787	0,00387	0,01164	0,00954	0,00823	
svetoven	p	0,00885	0,00426	0,01348	0,00621	0,00820	
skupen	p	0,00638	0,00426	0,0133	0,0088	0,00819	
hkrati	r	0,00515	0,00397	0,01335	0,01021	0,00817	
namesto	d	0,01286	0,00426	0,00949	0,00603	0,00816	
mir	s	0,01014	0,00494	0,00688	0,01065	0,00815	
odpraviti	g	0,00312	0,00116	0,0082	0,02006	0,00814	
njun	z	0,00104	0,00039	0,0064	0,02468	0,00813	
pripeljati	g	0,00598	0,00552	0,00788	0,01292	0,00808	
letos	r	0,01153	0,00852	0,00984	0,0024	0,00807	
čutiti	g	0,00485	0,00416	0,00727	0,01594	0,00806	
številka	s	0,00788	0,00987	0,0128	0,0016	0,00804	
drag	p	0,01341	0,00755	0,00691	0,00425	0,00803	
srečen	p	0,00554	0,0031	0,00491	0,01852	0,00802	
zjutraj	r	0,00755	0,01268	0,00527	0,00646	0,00799	
rdeč	p	0,01159	0,0059	0,01114	0,00332	0,00799	
kriv	p	0,01161	0,0031	0,00451	0,01249	0,00793	
okolje	s	0,00423	0,00261	0,01227	0,01243	0,00789	
prepričan	p	0,00705	0,00397	0,01084	0,0096	0,00787	
prejšnji	p	0,00877	0,00668	0,0125	0,00345	0,00785	
potekati	g	0,00459	0,00348	0,01091	0,01237	0,00784	
zahtevati	g	0,00797	0,00271	0,0135	0,00689	0,00777	
meja	s	0,01075	0,00484	0,01036	0,00511	0,00777	
škoda	s	0,01523	0,00542	0,00715	0,00314	0,00774	
telo	s	0,00598	0,00378	0,015	0,00615	0,00773	
okoli	d	0,00839	0,00319	0,00896	0,01028	0,00771	
ukvarjati	g	0,00688	0,00707	0,0086	0,00818	0,00768	
pogosto	r	0,00501	0,00319	0,01544	0,00708	0,00768	
kadar	v	0,00374	0,00774	0,01125	0,00794	0,00767	
celoten	p	0,0062	0,0031	0,00978	0,01132	0,00760	
film	s	0,01078	0,00407	0,01078	0,00474	0,00759	
pesem	s	0,00514	0,00455	0,00695	0,01366	0,00758	
narava	s	0,0061	0,00339	0,01117	0,0096	0,00757	
živ	p	0,00897	0,00416	0,00826	0,00886	0,00756	
takole	r	0,00927	0,01723	0,00295	0,0008	0,00756	
večer	s	0,00776	0,00736	0,00807	0,00701	0,00755	
možen	p	0,01174	0,00532	0,0076	0,00523	0,00747	
plačati	g	0,0119	0,00736	0,00644	0,00412	0,00746	
smisel	s	0,00791	0,00639	0,00682	0,00855	0,00742	
predstaviti	g	0,00419	0,00445	0,0101	0,01083	0,00739	
nositi	g	0,00692	0,00532	0,00927	0,00806	0,00739	
približno	r	0,00529	0,01016	0,00997	0,00412	0,00739	
narobe	r	0,00997	0,00697	0,00366	0,00886	0,00737	
srečati	g	0,00492	0,00426	0,00662	0,01366	0,00737	
spati	g	0,00918	0,00784	0,00461	0,00781	0,00736	
tja	r	0,0065	0,01336	0,00583	0,00369	0,00735	
oseben	p	0,00767	0,00368	0,01181	0,00621	0,00734	
roditi	g	0,00367	0,00145	0,00498	0,01926	0,00734	
poskušati	g	0,00388	0,00416	0,00876	0,01255	0,00734	
končno	r	0,0116	0,00261	0,0072	0,00794	0,00734	
rešitev	s	0,00892	0,00445	0,00896	0,00689	0,00731	
barva	s	0,0085	0,00455	0,01127	0,00486	0,00730	
odgovoriti	g	0,00682	0,00455	0,00829	0,00948	0,00729	
center	s	0,00846	0,00639	0,01058	0,00369	0,00728	
dejstvo	s	0,00984	0,00368	0,01033	0,00523	0,00727	
ustaviti	g	0,00627	0,00494	0,00742	0,01034	0,00724	
povezan	p	0,00435	0,00436	0,01189	0,00837	0,00724	
spadati	g	0,00353	0,00232	0,00352	0,01957	0,00724	
položaj	s	0,00443	0,00319	0,01171	0,0096	0,00723	
ponavadi	r	0,00614	0,00833	0,00365	0,01077	0,00722	
priznati	g	0,00936	0,00407	0,00728	0,00806	0,00719	
poklicati	g	0,00506	0,01007	0,00666	0,00683	0,00716	
stranka	s	0,01286	0,00455	0,00908	0,00203	0,00713	
rezultat	s	0,01078	0,00513	0,00963	0,00295	0,00712	
čustvo	s	0,00172	0,00155	0,00355	0,02154	0,00709	
poročiti	g	0,00136	0,00145	0,00305	0,02246	0,00708	
ubiti	g	0,00353	0,00203	0,00287	0,01988	0,00708	
zgodovina	s	0,00913	0,0031	0,00949	0,00652	0,00706	
veselje	s	0,00809	0,00378	0,00626	0,01009	0,00706	
boriti	g	0,0044	0,00126	0,00249	0,02006	0,00705	
kajti	v	0,00278	0,00552	0,00746	0,01243	0,00705	
posameznik	s	0,00389	0,00126	0,00703	0,016	0,00705	
večkrat	r	0,00561	0,00484	0,00713	0,01052	0,00703	
boj	s	0,0055	0,00126	0,00563	0,01569	0,00702	
dejansko	r	0,00821	0,01394	0,004	0,00191	0,00702	
peljati	g	0,00838	0,0092	0,00444	0,00603	0,00701	
nizek	p	0,00772	0,00474	0,00934	0,00615	0,00699	
dodati	g	0,00897	0,00397	0,01238	0,00258	0,00698	
smer	s	0,0073	0,0059	0,00818	0,00646	0,00696	
zmeraj	r	0,00492	0,012	0,0025	0,00837	0,00695	
primeren	p	0,00671	0,00232	0,0111	0,00763	0,00694	
največ	r	0,00607	0,00716	0,00885	0,00554	0,00691	
pripovedovati	g	0,00054	0,00155	0,00386	0,02154	0,00687	
vas	s	0,00453	0,006	0,01018	0,00677	0,00687	
morje	s	0,00735	0,0061	0,00717	0,00683	0,00686	
vrh	s	0,00589	0,00658	0,00944	0,00554	0,00686	
politika	s	0,01226	0,00523	0,00751	0,0024	0,00685	
motiti	g	0,01149	0,00455	0,00494	0,00634	0,00683	
noter	r	0,00321	0,02217	0,00096	0,00098	0,00683	
soba	s	0,00361	0,00368	0,00947	0,01052	0,00682	
pravilo	s	0,00675	0,00494	0,00788	0,00763	0,00680	
razred	s	0,00364	0,00339	0,00581	0,01434	0,00680	
število	s	0,00673	0,00397	0,01352	0,00295	0,00679	
obraz	s	0,00539	0,00223	0,00988	0,00966	0,00679	
odprt	p	0,00766	0,00503	0,00945	0,00498	0,00678	
ljubiti	g	0,00313	0,00145	0,00381	0,01858	0,00674	
sto	k	0,00293	0,01723	0,00522	0,00154	0,00673	
trg	s	0,00779	0,00223	0,01129	0,00554	0,00671	
spremljati	g	0,00756	0,00426	0,00801	0,00701	0,00671	
sodelovati	g	0,00547	0,00494	0,0115	0,00492	0,00671	
jesti	g	0,0078	0,00794	0,00455	0,00646	0,00669	
tla	s	0,00464	0,00358	0,00993	0,00855	0,00668	
teči	g	0,00553	0,0062	0,00617	0,0088	0,00668	
tuj	p	0,00672	0,00339	0,00949	0,00708	0,00667	
obrniti	g	0,00629	0,00581	0,00739	0,00714	0,00666	
spomin	s	0,00712	0,00358	0,00841	0,00745	0,00664	
voziti	g	0,01149	0,00678	0,00539	0,00283	0,00662	
opraviti	g	0,00518	0,00319	0,01169	0,0064	0,00662	
sedem	k	0,00211	0,01452	0,00636	0,00345	0,00661	
uživati	g	0,00838	0,00329	0,00747	0,00726	0,00660	
jutro	s	0,00889	0,00803	0,00404	0,00535	0,00658	
situacija	s	0,00568	0,00561	0,00414	0,01083	0,00657	
sedeti	g	0,0056	0,00784	0,00681	0,00597	0,00656	
prost	p	0,00623	0,00339	0,00837	0,00818	0,00654	
trgovina	s	0,00667	0,00532	0,00769	0,00646	0,00654	
sestra	s	0,00294	0,00339	0,00475	0,01495	0,00651	
informacija	s	0,00787	0,00465	0,01082	0,00234	0,00642	
kazen	s	0,00576	0,00223	0,00438	0,01329	0,00642	
uporabiti	g	0,00641	0,00348	0,01019	0,00554	0,00641	
razen	p	0,00516	0,00532	0,00605	0,00905	0,00640	
odvisen	p	0,00664	0,00368	0,00669	0,00855	0,00639	
preko	d	0,00993	0,00552	0,00475	0,00535	0,00639	
pojaviti	g	0,00421	0,003	0,00842	0,00985	0,00637	
pomen	s	0,00285	0,00232	0,00958	0,01071	0,00637	
osem	k	0,00171	0,01617	0,00598	0,0016	0,00637	
trajati	g	0,006	0,00561	0,00738	0,0064	0,00635	
jasno	r	0,00561	0,00958	0,00676	0,00338	0,00633	
pogoj	s	0,00569	0,00339	0,011	0,00517	0,00631	
telefon	s	0,00813	0,00649	0,00642	0,00418	0,00631	
razvoj	s	0,00478	0,00213	0,01413	0,00418	0,00631	
odličen	p	0,01188	0,00271	0,00643	0,00418	0,00630	
vreden	p	0,00938	0,00136	0,00506	0,00923	0,00626	
sem	r	0,00073	0,01907	0,00476	0,00043	0,00625	
predlagati	g	0,00903	0,00503	0,00764	0,00326	0,00624	
miza	s	0,00505	0,00494	0,00856	0,0064	0,00624	
spraviti	g	0,00755	0,00474	0,00566	0,00695	0,00623	
potreba	s	0,00592	0,00261	0,01094	0,00541	0,00622	
kultura	s	0,00474	0,00271	0,00789	0,00954	0,00622	
nekoč	r	0,00544	0,00136	0,00753	0,01052	0,00621	
znanje	s	0,00557	0,00329	0,00867	0,00726	0,00620	
najbrž	l	0,00691	0,00929	0,00596	0,00252	0,00617	
prijazen	p	0,00422	0,0031	0,00496	0,01237	0,00616	
političen	p	0,01056	0,00203	0,00847	0,00357	0,00616	
sicer	v	0,00628	0,00494	0,00371	0,00966	0,00615	
prepričati	g	0,00452	0,00203	0,00505	0,01292	0,00613	
mnog	z	0,00461	0,00232	0,01043	0,00714	0,00613	
žival	s	0,00446	0,00329	0,00799	0,00868	0,00611	
temveč	v	0,00384	0,00077	0,00983	0,00991	0,00609	
ustvariti	g	0,00466	0,00213	0,00704	0,0104	0,00606	
imenovati	g	0,00408	0,00474	0,0089	0,00646	0,00605	
stopiti	g	0,0044	0,00358	0,00827	0,00788	0,00603	
ej	m	0,00565	0,01771	0,00049	0,00018	0,00601	
bogat	p	0,00392	0,00232	0,00763	0,01009	0,00599	
projekt	s	0,00694	0,00552	0,01039	0,00111	0,00599	
uporaba	s	0,00664	0,00184	0,01288	0,00258	0,00599	
načrt	s	0,0033	0,003	0,00963	0,008	0,00598	
sredstvo	s	0,00494	0,0029	0,01263	0,00345	0,00598	
super	p	0,01577	0,00668	0,00079	0,00068	0,00598	
oblast	s	0,00583	0,00165	0,00625	0,01015	0,00597	
zaupati	g	0,004	0,00184	0,00498	0,01298	0,00595	
hiter	p	0,00701	0,00484	0,0082	0,00375	0,00595	
prav	r	0,01306	0,00126	0,00092	0,00855	0,00595	
zamenjati	g	0,00888	0,00503	0,00575	0,00412	0,00595	
kolikor	v	0,00785	0,00755	0,00604	0,00234	0,00595	
zemlja	s	0,00425	0,00426	0,00775	0,00745	0,00593	
uspešen	p	0,00613	0,00242	0,00877	0,00628	0,00590	
stoletje	s	0,00354	0,00155	0,01031	0,00818	0,00590	
vera	s	0,00321	0,00068	0,00315	0,01649	0,00588	
potrebno	r	0,00725	0,00474	0,00673	0,0048	0,00588	
račun	s	0,01003	0,00426	0,00731	0,00191	0,00588	
podlaga	s	0,00491	0,00339	0,01175	0,00345	0,00588	
roman	s	0,00129	0,00077	0,0021	0,01926	0,00586	
medij	s	0,01127	0,00203	0,00603	0,00406	0,00585	
tekma	s	0,01209	0,00281	0,00596	0,00252	0,00585	
komaj	r	0,00799	0,00407	0,00577	0,00554	0,00584	
čuden	p	0,00958	0,00407	0,00443	0,00529	0,00584	
pameten	p	0,01031	0,00387	0,00311	0,00603	0,00583	
par	r	0,01264	0,00736	0,0011	0,00203	0,00578	
žalost	s	0,00528	0,00232	0,00303	0,01249	0,00578	
priložnost	s	0,00571	0,00358	0,00913	0,00468	0,00578	
zaslužiti	g	0,00802	0,00397	0,00445	0,00665	0,00577	
doživeti	g	0,00402	0,00213	0,00566	0,01126	0,00577	
socialen	p	0,00477	0,003	0,00795	0,00726	0,00575	
petek	s	0,00792	0,00687	0,00451	0,00363	0,00573	
cerkev	s	0,00482	0,00223	0,0059	0,00997	0,00573	
postopek	s	0,00502	0,00319	0,01396	0,00074	0,00573	
velikokrat	r	0,00196	0,00213	0,00272	0,01606	0,00572	
zadovoljen	p	0,00583	0,00445	0,00604	0,00652	0,00571	
prihodnost	s	0,0065	0,00203	0,00672	0,00757	0,00571	
normalen	p	0,00957	0,0031	0,00378	0,00634	0,00570	
številen	p	0,0024	0,00106	0,01581	0,00351	0,00570	
hudo	r	0,00635	0,00542	0,00484	0,00615	0,00569	
novica	s	0,0089	0,00223	0,00541	0,00621	0,00569	
pomisliti	g	0,00563	0,00281	0,00658	0,00769	0,00568	
blizu	r	0,00658	0,006	0,00469	0,00541	0,00567	
pojem	s	0,00912	0,00552	0,00473	0,00326	0,00566	
nehati	g	0,00943	0,006	0,00324	0,00394	0,00565	
truditi	g	0,00444	0,00232	0,00382	0,012	0,00565	
vpliv	s	0,00372	0,00184	0,00682	0,01015	0,00563	
zapustiti	g	0,00294	0,00145	0,00575	0,01237	0,00563	
nekoliko	r	0,00277	0,00368	0,01033	0,00572	0,00563	
okoli	r	0,00568	0,00842	0,00509	0,00326	0,00561	
milijon	s	0,00729	0,00416	0,01043	0,00055	0,00561	
upoštevati	g	0,00456	0,00319	0,00764	0,00701	0,00560	
pridobiti	g	0,00303	0,00194	0,00798	0,00935	0,00558	
narod	s	0,00838	0,00184	0,00442	0,00763	0,00557	
avtor	s	0,00432	0,00126	0,00665	0,01003	0,00557	
sodišče	s	0,00822	0,00203	0,00878	0,0032	0,00556	
nagrada	s	0,00576	0,00281	0,00848	0,00511	0,00554	
dvajset	k	0,00082	0,01617	0,00393	0,00117	0,00552	
razmera	s	0,00361	0,0031	0,00732	0,00806	0,00552	
zmaga	s	0,0103	0,00261	0,00498	0,00418	0,00552	
izgledati	g	0,00586	0,01162	0,00095	0,00363	0,00552	
žalosten	p	0,0056	0,00184	0,0021	0,01249	0,00551	
energija	s	0,00565	0,00503	0,00821	0,00314	0,00551	
zvečer	r	0,006	0,00678	0,00516	0,00406	0,00550	
obisk	s	0,00562	0,00281	0,00795	0,0056	0,00550	
omeniti	g	0,00532	0,00503	0,00504	0,00652	0,00548	
notri	r	0,00347	0,01559	0,00079	0,00203	0,00547	
dogajanje	s	0,00308	0,00106	0,00504	0,01261	0,00545	
plača	s	0,0085	0,00387	0,00457	0,0048	0,00544	
skušati	g	0,00272	0,00271	0,00713	0,00911	0,00542	
par	s	0,00488	0,00542	0,00545	0,00578	0,00538	
gospa	s	0,00379	0,00755	0,00488	0,00529	0,00538	
ponovno	r	0,00609	0,0031	0,00653	0,00572	0,00536	
zdajle	r	0,00284	0,01791	0,00046	0,00018	0,00535	
obiskati	g	0,00562	0,00174	0,00655	0,00745	0,00534	
prevzeti	g	0,00419	0,00329	0,00688	0,00695	0,00533	
popoln	p	0,00554	0,00174	0,00737	0,00665	0,00533	
zmagati	g	0,00981	0,00319	0,00342	0,00474	0,00529	
opravljati	g	0,0028	0,00252	0,0077	0,00812	0,00529	
zdrav	p	0,00786	0,00281	0,00658	0,00388	0,00528	
zunanji	p	0,00416	0,00416	0,00841	0,00437	0,00528	
uspeh	s	0,00575	0,00174	0,00763	0,00597	0,00527	
čist	p	0,00682	0,00319	0,00588	0,00517	0,00527	
m	s	0,00919	0,00658	0,00373	0,00148	0,00525	
zagotovo	r	0,00521	0,00368	0,00623	0,00585	0,00524	
zapreti	g	0,00531	0,00436	0,00539	0,00591	0,00524	
trenutno	r	0,00887	0,00494	0,005	0,00215	0,00524	
izbira	s	0,00599	0,00194	0,00647	0,00652	0,00523	
notranji	p	0,00393	0,00242	0,00927	0,00529	0,00523	
zase	z	0,0046	0,00223	0,00419	0,00985	0,00522	
napisan	p	0,00513	0,00571	0,00264	0,00738	0,00522	
prijateljica	s	0,00175	0,00242	0,003	0,01366	0,00521	
dovoliti	g	0,00448	0,00252	0,00497	0,00886	0,00521	
klicati	g	0,0052	0,00862	0,00332	0,00363	0,00519	
ogledati	g	0,00488	0,00184	0,00763	0,0064	0,00519	
krog	s	0,00622	0,00358	0,00793	0,00302	0,00519	
splošen	p	0,00441	0,00358	0,00898	0,00375	0,00518	
vsekakor	l	0,00626	0,00339	0,00627	0,00474	0,00517	
tokrat	r	0,00755	0,00194	0,00837	0,00277	0,00516	
bolezen	s	0,00403	0,00116	0,00883	0,00658	0,00515	
govor	s	0,00648	0,00368	0,00354	0,00689	0,00515	
leten	p	0,00452	0,00106	0,01044	0,00455	0,00514	
manjkati	g	0,00809	0,00513	0,00454	0,00277	0,00513	
tip	s	0,00951	0,00242	0,00534	0,00326	0,00513	
podpirati	g	0,00699	0,00194	0,00432	0,0072	0,00511	
razen	d	0,00651	0,00348	0,00535	0,00511	0,00511	
poiskati	g	0,00338	0,00378	0,0061	0,00714	0,00510	
piti	g	0,00651	0,00649	0,00331	0,004	0,00508	
sonce	s	0,00736	0,0029	0,00678	0,00326	0,00508	
korak	s	0,00544	0,0029	0,00845	0,00351	0,00508	
pozitiven	p	0,00479	0,00261	0,00432	0,00855	0,00507	
lahek	p	0,00607	0,00339	0,00558	0,00523	0,00507	
pozno	r	0,00265	0,00242	0,01106	0,00412	0,00506	
namenjen	p	0,00452	0,00232	0,00978	0,00357	0,00505	
zbrati	g	0,00345	0,00339	0,00645	0,00683	0,00503	
ravnati	g	0,00188	0,00068	0,00401	0,01348	0,00501	
zgolj	l	0,00851	0,00174	0,00744	0,00234	0,00501	
odpeljati	g	0,0028	0,00136	0,00527	0,01058	0,00500	
deliti	g	0,00671	0,00232	0,00449	0,00646	0,00500	
razložiti	g	0,00532	0,00387	0,0039	0,00689	0,00500	
počakati	g	0,00631	0,00484	0,00415	0,00468	0,00500	
pes	s	0,00839	0,00252	0,00494	0,00412	0,00499	
spreminjati	g	0,00392	0,00358	0,00525	0,0072	0,00499	
stanovanje	s	0,00452	0,00484	0,00692	0,00363	0,00498	
oddaja	s	0,0063	0,00561	0,00604	0,00191	0,00497	
punca	s	0,00497	0,00436	0,00189	0,00861	0,00496	
vame	z	0,00227	0,00048	0,0073	0,00978	0,00496	
partner	s	0,00308	0,00145	0,0055	0,00978	0,00495	
naraven	p	0,00466	0,00232	0,00883	0,004	0,00495	
sila	s	0,00592	0,00281	0,00721	0,00382	0,00494	
dodaten	p	0,00595	0,00319	0,00888	0,00172	0,00494	
vir	s	0,00665	0,00223	0,00811	0,00271	0,00493	
pozdrav	s	0,00746	0,00281	0,00173	0,00769	0,00492	
paziti	g	0,00542	0,0062	0,00443	0,00357	0,00491	
spoštovati	g	0,00329	0,00106	0,00262	0,01261	0,00490	
učitelj	s	0,00187	0,00213	0,00438	0,0112	0,00490	
ulica	s	0,00466	0,00271	0,0079	0,00431	0,00490	
predlog	s	0,00701	0,003	0,00864	0,00092	0,00489	
znova	r	0,00475	0,00174	0,00906	0,004	0,00489	
vojska	s	0,004	0,00223	0,00382	0,00948	0,00488	
vreči	g	0,00604	0,00445	0,00407	0,00492	0,00487	
junak	s	0,00227	0,00068	0,00244	0,01409	0,00487	
list	s	0,00335	0,00378	0,01012	0,00222	0,00487	
resno	r	0,00832	0,00465	0,0039	0,00258	0,00486	
podobno	r	0,00439	0,00436	0,0071	0,00351	0,00484	
preteklost	s	0,00346	0,00136	0,00593	0,00861	0,00484	
znajti	g	0,003	0,00261	0,00617	0,00757	0,00484	
nesreča	s	0,00477	0,00165	0,0062	0,00671	0,00483	
posamezen	p	0,00225	0,00261	0,01237	0,00209	0,00483	
spominjati	g	0,00398	0,00194	0,00665	0,00671	0,00482	
poskrbeti	g	0,00457	0,00203	0,00774	0,00486	0,00480	
duša	s	0,00494	0,00174	0,00507	0,00745	0,00480	
vsebina	s	0,00566	0,00203	0,00842	0,00302	0,00478	
okvir	s	0,00294	0,00358	0,01143	0,00117	0,00478	
odločati	g	0,00428	0,00281	0,0049	0,00708	0,00477	
glasba	s	0,00369	0,0029	0,00833	0,00412	0,00476	
zares	r	0,00528	0,00261	0,00579	0,00535	0,00476	
las	s	0,0036	0,00194	0,00608	0,00732	0,00474	
prodati	g	0,00748	0,00397	0,00488	0,00258	0,00473	
ocena	s	0,00397	0,00339	0,0061	0,00535	0,00470	
vmes	r	0,00549	0,009	0,00245	0,00185	0,00470	
pismo	s	0,004	0,00242	0,00574	0,00658	0,00469	
dejati	g	0,00245	0,00213	0,00843	0,00572	0,00468	
soditi	g	0,00513	0,00174	0,00663	0,00523	0,00468	
zrak	s	0,00484	0,0031	0,0074	0,00338	0,00468	
pripravljati	g	0,00417	0,00358	0,00722	0,00375	0,00468	
kulturen	p	0,00294	0,00213	0,00799	0,00566	0,00468	
ponuditi	g	0,00376	0,00223	0,00749	0,00523	0,00468	
televizija	s	0,00205	0,00658	0,00451	0,00554	0,00467	
resen	p	0,00676	0,00358	0,00482	0,00351	0,00467	
polovica	s	0,00448	0,00339	0,00764	0,00314	0,00466	
družben	p	0,00303	0,00058	0,00543	0,0096	0,00466	
vrednost	s	0,00496	0,003	0,00913	0,00154	0,00466	
akcija	s	0,00749	0,00348	0,00543	0,00222	0,00466	
delavec	s	0,00459	0,00271	0,00846	0,00283	0,00465	
predmet	s	0,00191	0,00329	0,00877	0,00462	0,00465	
skrb	s	0,00397	0,00252	0,00549	0,00658	0,00464	
poklic	s	0,00206	0,00174	0,00377	0,01095	0,00463	
usoda	s	0,00195	0,00048	0,00377	0,01231	0,00463	
zlat	p	0,00539	0,00261	0,00595	0,00455	0,00463	
organizacija	s	0,00377	0,00242	0,01044	0,00185	0,00462	
članek	s	0,01168	0,00165	0,00416	0,00098	0,00462	
veseliti	g	0,00529	0,00223	0,00346	0,00745	0,00461	
izdelek	s	0,00406	0,00281	0,00908	0,00246	0,00460	
gotovo	r	0,00368	0,00378	0,00837	0,00258	0,00460	
delovanje	s	0,00416	0,00174	0,00992	0,00258	0,00460	
zagledati	g	0,00102	0,00068	0,00347	0,01323	0,00460	
trditi	g	0,00628	0,00223	0,00552	0,00437	0,00460	
sodelovanje	s	0,00366	0,00223	0,01014	0,00234	0,00459	
najmanj	r	0,00548	0,0029	0,00727	0,00258	0,00456	
lastnik	s	0,00651	0,00281	0,00761	0,00117	0,00453	
premalo	r	0,00687	0,00378	0,00374	0,00369	0,00452	
zunaj	r	0,00511	0,00552	0,00393	0,00351	0,00452	
skrivati	g	0,00449	0,00155	0,00514	0,00689	0,00452	
meter	s	0,00312	0,0061	0,00752	0,00129	0,00451	
zadnjič	r	0,00484	0,0092	0,00176	0,00222	0,00451	
sposoben	p	0,00561	0,00242	0,00431	0,00566	0,00450	
srečanje	s	0,00337	0,00252	0,00749	0,00455	0,00448	
spustiti	g	0,00489	0,00445	0,00495	0,00363	0,00448	
lev	p	0,0082	0,00348	0,0055	0,00074	0,00448	
kdor	z	0,00695	0,00242	0,00424	0,00431	0,00448	
rok	s	0,00536	0,00397	0,00716	0,00142	0,00448	
nedelja	s	0,00714	0,00378	0,00504	0,00191	0,00447	
zdravje	s	0,00537	0,0031	0,00717	0,00222	0,00447	
opazovati	g	0,00208	0,00184	0,00556	0,00837	0,00446	
izkazati	g	0,00293	0,00252	0,00573	0,00665	0,00446	
dvigniti	g	0,00479	0,00281	0,00678	0,00345	0,00446	
ležati	g	0,00252	0,0029	0,00563	0,00677	0,00446	
dejavnost	s	0,00193	0,00145	0,01135	0,00308	0,00445	
luč	s	0,00494	0,00271	0,0054	0,00474	0,00445	
hči	s	0,00149	0,00097	0,00277	0,01255	0,00445	
nekakšen	z	0,00179	0,00271	0,00539	0,00788	0,00444	
